date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:20	9445/9445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609d00-24e5%22	https://hostz.top/tmp/Y105OH/static/js/i18n.min.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/i18n.min.js	(from https://hostz.top/tmp/Y105OH/)
15:09:21	24401/24401	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609cf6-5f51%22	https://hostz.top/tmp/Y105OH/static/js/frontend.min-3.15.1.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/frontend.min-3.15.1.js	(from https://hostz.top/tmp/Y105OH/)
15:09:22	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609d26-2fa6%22	https://hostz.top/tmp/Y105OH/static/js/waypoints.min.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/waypoints.min.js	(from https://hostz.top/tmp/Y105OH/)
15:09:23	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609cea-53be%22	https://hostz.top/tmp/Y105OH/static/js/core.min.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/core.min.js	(from https://hostz.top/tmp/Y105OH/)
15:09:24	40743/40743	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609cf8-9f27%22	https://hostz.top/tmp/Y105OH/static/js/frontend.min-3.15.2.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/frontend.min-3.15.2.js	(from https://hostz.top/tmp/Y105OH/)
15:09:25	36623/36623	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265755d48-8f0f%22	https://hostz.top/tmp/Y105OH/static/js/elements-handlers.min.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/elements-handlers.min.js	(from https://hostz.top/tmp/Y105OH/)
15:09:26	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265609d14-e89%22	https://hostz.top/tmp/Y105OH/static/js/jquery.sticky.min.js	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/js/jquery.sticky.min.js	(from https://hostz.top/tmp/Y105OH/)
15:09:27	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265609d48-2876e%22	https://hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.eot	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.eot	(from https://hostz.top/tmp/Y105OH/static/css/font-awesome.css)
15:09:31	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2265609d52-17ee8%22	https://hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.woff	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.woff	(from https://hostz.top/tmp/Y105OH/static/css/font-awesome.css)
15:09:32	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2265609d54-12d68%22	https://hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.woff2	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.woff2	(from https://hostz.top/tmp/Y105OH/static/css/font-awesome.css)
15:09:32	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2265609d4e-286ac%22	https://hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.ttf	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.ttf	(from https://hostz.top/tmp/Y105OH/static/css/font-awesome.css)
15:09:35	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265609d4c-6c7db%22	https://hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.svg	/Users/zhu/httrack%20page/stocks/hostz.top/tmp/Y105OH/static/font/fontawesome-webfont.svg	(from https://hostz.top/tmp/Y105OH/static/css/font-awesome.css)
